title,author,publish_date,synopsis,genre,purchase_link,img_link
Pink Floyd: The Dark Side Of The Moon: The Official 50th Anniversary Book (Hardback),Pink Floyd,"The official book commemorating the 50th anniversary of The Dark Side Of The Moon.  March 2023 marks fifty years since the release of Pink Floyd's classic album The Dark Side Of The Moon. Designed by Pentagram to high specifications, this celebratory publication brims with rare and unseen photographs and reveals the visual conception of the original iconic album artwork. It will be a covetable package for the legions of Floyd fans out there - new and old.   * Presents rare and unseen backstage and onstage photography of the band during the album tours of 1972 to 1975.  * 129 candid photographs by Storm Thorgerson, Jill Furmanovsky, Aubrey Powell and Peter Christopherson document the soundchecks, the shows and the after shows.  * A review of the October 1972 Wembley gig, originally published in Melody Maker, provides insight into one of the Floyd's most celebrated performances. * Reveals the visual conception of the iconic album artwork. * Includes a complete listing of the tour dates.",2023-03-24,"['entertainment', 'music', 'composers', 'musicians', 'groups', '', 'entertainment', 'music', 'musicalstyles', 'genres', 'rock', 'pop', 'giftbooks', 'beautifulbooks']",https://www.waterstones.com/book/pink-floyd-the-dark-side-of-the-moon/pink-floyd/jill-furmanovsky/9780500025987,https://cdn.waterstones.com/bookjackets/large/9780/5000/9780500025987.jpg
Did I Ever Tell You This? (Hardback),Sam Neill,"In this unexpected memoir, written in a creative burst of just a few months in 2022, Sam Neill tells the story of how he became one of the world's most celebrated actors, who has worked with everyone from Meryl Streep to Isabel Adjani, from Jeff Goldblum to Sean Connery, from Steven Spielberg to Jane Campion. By his own account, his career has been a series of unpredictable turns of fortune. Born in 1947 in Northern Ireland, he emigrated to New Zealand at the age of seven. His family settled in Dunedin on the South Island, but young Sam was sent away to boarding school in Christchurch, where he was hopeless at sports and discovered he enjoyed acting. He has worked around the world, an actor who has moved effortlessly from blockbuster to art house to TV, from Dr Alan Grant in the Jurassic Park movies to The Piano and Peaky Blinders. Did I Ever Tell You This? is a joy to read, a marvellous and often very funny book, the work of a natural storyteller who is a superb observer of other people, and who writes with love and warmth about his family. It is also his account of his life outside film, especially in Central Otago where he established Two Paddocks, his vineyard famous for its pinot noir.",2023-03-23,"['biography', 'truestories', 'memoirs', '', 'biography', 'truestories', 'arts', 'entertainmentbiographies', 'arts', 'entertainmentautobiographies']",https://www.waterstones.com/book/did-i-ever-tell-you-this/sam-neill/9780241648988,https://cdn.waterstones.com/bookjackets/large/9780/2416/9780241648988.jpg
Charles III: The Making of a King (Hardback),Alison Smith,"Charles III: The Making of a King celebrates the new King in the year of his coronation. The beautiful gift book includes a timeline of key events from Charles' life, and explores the future of the monarchy through photographs and paintings of the wider royal family, including Diana, Princess of Wales, Camilla, Queen Consort, William and Catherine, Prince and Princess of Wales, Harry and Meghan, Duke and Duchess of Sussex, and Prince George of Wales.  Presenting family photographs alongside important formal portraits, this book features works by key artists who have depicted the King from 1948 to the present day, such as Nadav Kander, Cecil Beaton, Marcus Adams, Lisa Sheridan, Lord Snowdon, Joan Williams, Patrick Lichfield, Norman Parkinson, Bern Schwartz, Carole Cutner, Bryan Organ, Terence Donovan, Nicola Philipps and Mario Testino.",2023-03-23,"['art', 'fashion', 'photography', 'photography', 'photographs', 'photographycollections', 'photographicportraits', '', 'giftbooks', 'littlebutlovely']",https://www.waterstones.com/book/charles-iii/alison-smith/9781855145771,https://cdn.waterstones.com/bookjackets/large/9781/8551/9781855145771.jpg
Touching Cloth: Confessions and communions of a young priest (Hardback),Fergus Butler-Gallie,"A laugh-out-loud memoir of becoming a 21st-century priest, Touching Cloth is also a love letter to the Prayer Book, Liverpool, funerals, cake tins, lager and, above all, to what the Church of England can be at its best. The very word 'reverend' inspires solemnity. To be a priest is to dedicate one's life to quiet prayer and spiritual contemplation. Isn't it? Fergus Butler-Gallie reveals what it's like to become a priest in the twenty-first century. Find out why black really is slimming, how to keep a straight face when someone is inadvertently hot-boxing a funeral, and which royal-themed biscuit tin can best contain a very loud personal alarm that no one knows how to switch off. Spot a sweet old lady trying to pay for a taxi with coinage from fascist Spain? Congratulations, shepherd, she's your problem now. Behind the daily scrapes is an all-too-human love letter to the Church of England, and the amazing variety of people who manage to keep it going, providing a listening ear, company and community at a time when so many people desperately need it, as well as a reflection on what it means to follow a spiritual path amid the chaos of the modern world.",2023-03-23,"['biography', 'truestories', 'religious', 'spiritualbiographies', 'religious', 'spiritualautobiographies', '', 'biography', 'truestories', 'memoirs', 'spirituality', 'beliefs', 'religion', 'christianity', 'churches', 'denominations']",https://www.waterstones.com/book/touching-cloth/fergus-butler-gallie/9781787635753,https://cdn.waterstones.com/bookjackets/large/9781/7876/9781787635753.jpg
The Marriage Question: George Eliot's Double Life (Hardback),Clare Carlisle,"When she was in her mid-thirties, Marian Evans transformed herself into George Eliot - an author celebrated for her genius as soon as she published her debut novel. During those years she also found her life partner, George Lewes - writer, philosopher and married father of three. After 'eloping' to Berlin in 1854 they lived together for twenty-four years: Eliot asked people to call her 'Mrs Lewes' and dedicated each novel to her 'Husband'. Though they could not legally marry, she felt herself initiated into the 'great experience' of marriage - 'this double life, which helps me to feel and think with double strength'. The relationship scandalized her contemporaries yet she grew immeasurably within it. Living at once inside and outside marriage, Eliot could experience this form of life - so familiar yet also so perplexing - from both sides. In The Marriage Question Clare Carlisle reveals Eliot to be not only a great artist but a brilliant philosopher who probes the tensions and complexities of a shared life. Through the immense ambition and dark marriage plots of her novels we see Eliot wrestling - in art and in life - with themes of desire and sacrifice, motherhood and creativity, trust and disillusion, destiny and chance. Reading them afresh, Carlisle's searching new biography explores how marriage questions grow and change, and joins Eliot in her struggle to marry thought and feeling.",2023-03-23,"['biography', 'truestories', 'literarybiographies']",https://www.waterstones.com/book/the-marriage-question/clare-carlisle/9780241447178,https://cdn.waterstones.com/bookjackets/large/9780/2414/9780241447178.jpg
Ravenous: How to Get Ourselves and Our Planet Into Shape (Hardback),Henry Dimbleby,"You may not be aware of this - not consciously, at least - but you do not control what you eat. Every mouthful you take is informed by the subtle tweaking and nudging of a vast, complex, global system: one so intimately woven into everyday life that you hardly even know it's there. The food system is no longer simply a means of sustenance. It is one of the most successful, most innovative and most destructive industries on earth. It sustains us, but it is also killing us. Diet-related disease is now the biggest cause of preventable illness and death in the developed world - far worse than smoking. The environmental damage done by the food system is also changing climate patterns and degrading the earth, risking our food security. Few people know the workings of the food system better than Henry Dimbleby, founder of the Leon restaurant chain, government adviser and author of the radical National Food Strategy. In Ravenous, he takes us behind the scenes to reveal the mechanisms that act together to shape the modern diet - and therefore the world. He explains not just why the food system is leading us into disaster, but what can be done about it.",2023-03-23,"['politics', 'society', 'education', 'society', 'culture', 'culturalstudies', 'food', 'society', '', 'business', 'finance', 'law', 'industry', 'industrialstudies', 'manufacturingindustries', 'foodmanufacturing', 'relatedindustries', 'science', 'technology', 'medicine', 'medicine', 'medicine:generalissues', 'publichealth', 'preventivemedicine']",https://www.waterstones.com/book/ravenous/henry-dimbleby/jemima-lewis/9781800816510,https://cdn.waterstones.com/override/v1/large/9781/8008/9781800816510.jpg
Ghosts in the Hedgerow: A Hedgehog Whodunnit  (Hardback),Tom Moorhouse,"A body lies motionless on the ground. Small, with a snouty head and covered with spines, it is unquestionably dead before its time. And all of those gathered around the corpse are suspect. So which one of them is responsible for this crime - and for the disappearance of many many thousands of hedgehogs in recent decades? Is it the car driver, the badger, the farmer, the gardener ..? Who could possibly have it in for a hedgehog? In poll after poll they come out top as our favourite mammal. And yet their numbers are estimated to have halved in less than twenty years. Magnifying glass in hand, Tom Moorhouse investigates the evidence. On a vital mission to bring those responsible to justice, prevent further murder and save a species, he uncovers a story full of twists, turns and uncomfortable truths about the trade-offs that exist between humans and wildlife. But he can also see a solution.",2023-03-23,"['science', 'technology', 'medicine', 'earthsciences', 'geography', 'environment', 'planning', 'theenvironment', 'conservationoftheenvironment', '', 'business', 'finance', 'law', 'law', 'environment', 'transport', 'planninglaw', 'natureconservationlaw', 'popularscience', 'nature', 'naturewriting']",https://www.waterstones.com/book/ghosts-in-the-hedgerow/tom-moorhouse/9780857528445,https://cdn.waterstones.com/bookjackets/large/9780/8575/9780857528445.jpg
Murder at Home: how our safest space is where we're most in danger (Hardback),David Wilson,"Home is where the heart is. But home is also the most common site for murder. The grimly fascinating new book from the UK's leading criminologist David Wilson uncovers the dangers that exist where we least expect them - perfect for fans of The Dark Side of the Mind and The Mind of a Murderer. The home is the place where murder most commonly occurs. In England and Wales, each year on average 75 per cent of female murder victims and 39 per cent of murdered men are killed at home.This gripping new title from the author of My Life with Murderers and A Plot to Kill explores the tragic prevalence of domestic murder and how, for so many victims, their own home is the place they are most in danger.David Wilson is the UK's leading criminologist and his knowledge of murder is unparalleled. By walking through each part of the house, he explains how each room's purpose has changed over time, the weapons they contain, and ultimately, how these things combine in murder.Delving into infamous as well as lesser-known true crime cases, this examination of the tragic, ordinary nature of murder is both a chilling read and a startling insight into the everyday impact of violence and how it can touch us all.",2023-03-23,"['crime', 'thrillers', 'mystery', 'truecrime', '', 'politics', 'society', 'education', 'society', 'culture', 'socialissues', 'processes', 'violenceinsociety', 'politics', 'society', 'education', 'sociology', 'anthropology', 'sociology', 'death', 'dying']",https://www.waterstones.com/book/murder-at-home/david-wilson/9780751584950,https://cdn.waterstones.com/bookjackets/large/9780/7515/9780751584950.jpg
Saving Time: Discovering a Life Beyond the Clock (Hardback),Jenny Odell,"We're living on the wrong clock. And it's destroying us.'To read it is ... to experience how freedom might feel' Oliver Burkeman, author of Four Thousand WeeksOur life is dominated by the corporate clock that so many of us contort ourselves to fit inside. It wasn't devised for people, but for profit. We need to embrace a whole new concept of time: one that gives us and our planet a brighter future.In Saving Time, Jenny Odell, bestselling author of How to Do Nothing, examines how we got to the point where time became money. Taking inspiration from the pre-industrial, ecological and geological rhythms of our world, she offers us radical new models to live by that make a more humane, more hopeful existence seem possible.Now is our moment to rethink. And if we do, time might just save us.'An inimitable gift' Jia Tolentino, author of Trick Mirror'One of the most important books I've read in my life' Ed Yong, author of An Immense World",2023-03-23,"['business', 'finance', 'law', 'management', 'timemanagement', '', 'spirituality', 'beliefs', 'philosophy', 'social', 'politicalphilosophy', 'politics', 'society', 'education', 'society', 'culture']",https://www.waterstones.com/book/saving-time/jenny-odell/9781847926845,https://cdn.waterstones.com/bookjackets/large/9781/8479/9781847926845.jpg
A Bitter Remedy - The Oxford Mysteries (Hardback),Alis Hawkins,"Amongst the scholars, secrets and soporifics of Victorian Oxford, the truth can be a bitter pill to swallow. Jesus College, Oxford, 1881. An undergraduate is found dead at his lodgings and the medical examination reveals some shocking findings. When the young man's guardian blames the college for his death and threatens a scandal, Basil Rice, a Jesus college fellow with a secret to hide, is forced to act and finds himself drawn into Sidney Parker's sad life. The mystery soon attracts the attention of Rhiannon 'Non' Vaughan, a young Welsh polymath and one of the young women newly admitted to university lectures. But when neither the college principal nor the powerful ladies behind Oxford's new female halls will allow her to become involved, Non's fierce intelligence and determination to prove herself drive her on. Both misfits at the university, Non and Basil form an unlikely partnership, and it soon falls to them to investigate the mysterious circumstances of Parker's death. But between the corporate malfeasance and the medical quacks, they soon find the dreaming spires of Oxford are not quite what they seem... An intriguing first installment of The Oxford Mysteries series by master crime writer, Alis Hawkins. Perfect for fans of Laura Shepherd-Robinson, Sarah Waters and Kaite Welsh.",2023-03-23,"['crime', 'thrillers', 'mystery', 'crime', 'mystery', 'historicalmysteries', '', 'crime', 'thrillers', 'mystery', 'crime', 'mystery', 'crime', 'thrillers', 'mystery', 'thrillers']",https://www.waterstones.com/book/a-bitter-remedy/alis-hawkins/9781800328570,https://cdn.waterstones.com/bookjackets/large/9781/8003/9781800328570.jpg
Dragged Up Proppa: Growing up in Britain's Forgotten North (Hardback),Pip Fallow,"Dragged Up Proppa is the story of growing up working class in a forgotten England.'Very compelling, beautifully written memoir of a time and England that no longer exists but remains just as important today as ever' - Sebastian Payne, author of Broken HeartlandsPip Fallow was born in the coal-miner's cottage where his family of eight lived, in a village near Durham. Pip was destined to join his father down the pit, but the closure of his village's mine in the 1980s saw him at the back of the dole queue like the rest. This is Pip's story of being 'dragged up proppa', living by his wits, working and travelling the world before finally settling a few miles from where he grew up.A lot has been written about the red wall in recent years but Pip Fallow has lived it. This is his account of some of the most important issues affecting Britain today; from levelling-up and the north-south divide, to social mobility and class, and the devastating social upheaval caused by decades of deindustrialization and government neglect. Showing how broken promises of the past impact his village and the politics of today.This is the memoir of a man who left school illiterate, but has now written a book. The story of a lost generation who were prepared for a life that had disappeared by the time they were ready for it, of communities with once strong social ties that have now disintegrated, and a way of living that simply no longer exists in Britain today.'Fallow's memoir is not just a classic piece of working-class writing, but a truly gripping narrative' - Brian Groom, author of Northerners: A History",2023-03-23,"['biography', 'truestories', 'memoirs', '', 'politics', 'society', 'education', 'society', 'culture', 'socialissues', 'processes', 'socialmobility', 'politics', 'society', 'education', 'society', 'culture', 'socialgroups', 'socialclasses']",https://www.waterstones.com/book/dragged-up-proppa/pip-fallow/9781529050851,https://cdn.waterstones.com/bookjackets/large/9781/5290/9781529050851.jpg
Flux (Hardback),Jinwoo Chong,,2023-03-23,"['fiction', 'modern', 'contemporaryfiction']",https://www.waterstones.com/book/flux/jinwoo-chong/9781685890346,https://cdn.waterstones.com/bookjackets/large/9781/6858/9781685890346.jpg
A Nursery Rhyme for Every Night of the Year (Hardback),Allie Esiri,"Allie Esiri's beautiful new gift anthology, A Nursery Rhyme for Every Night of the Year, is a definitive collection of nursery rhymes, with enchanting illustrations by Emily Faccini. The book includes 366 rhymes - traditional classics as well as favourite rhymes of today - each accompanied by an enlightening introduction. Perfect for reading aloud and sharing with children of all ages.Familiar rhymes, riddles and tongue twisters including: 'Oranges and Lemons', 'Mary Had A Little Lamb', 'We're Going on a Bear Hunt', 'Twinkle Twinkle Little Star', 'As I Was Going to St Ives' and 'She Sells Sea Shells'.",2023-03-23,"[""children's"", 'teenage', 'poetry', 'anthologies', 'anthologies', '', ""children's"", 'teenage', 'earlylearning', 'rhyming', 'wordplay', 'verse', 'rhymes', ""children's"", 'teenage', 'poetry', 'anthologies', 'poetry']",https://www.waterstones.com/book/a-nursery-rhyme-for-every-night-of-the-year/allie-esiri/emily-faccini/9781035013326,https://cdn.waterstones.com/bookjackets/large/9781/0350/9781035013326.jpg
Last Summer on State Street (Hardback),Toya Wolfe,"State Street Chicago, 1999. One summer that changes everything. An unlikely trio: Felicia 'Fe Fe' Stevens, daughter of fiercely protective mother; Precious Brown, daughter of a prominent church Elder; and Stacia Buchanan, daughter of a Gangster Disciple Queen-Pin. They have a simple friendship, whiling away sunny days with games of Double Dutch. But when Fe Fe invites mysterious Tonya into their fold, life as they know it will never be the same again. Last Summer on State Street is a profound coming-of-age story about the restorative power of community, the claiming of one's own past, and the defining friendships which form the heartbeat of our lives.",2023-03-23,"['fiction', 'modern', 'contemporaryfiction', '', 'fiction', 'historicalfiction']",https://www.waterstones.com/book/last-summer-on-state-street/toya-wolfe/9781529197594,https://cdn.waterstones.com/bookjackets/large/9781/5291/9781529197594.jpg
The Sinister Booksellers of Bath (Hardback),Garth Nix,"There is often trouble of a mythical sort in Bath. The booksellers who police the Old World keep a careful watch there, particularly on the entity who inhabits the ancient hot spring. Yet this time it is not from Sulis Minerva that trouble starts. It comes from the discovery of a sorcerous map, leading left-handed bookseller Merlin into great danger. A desperate rescue is attempted by his sister the right-handed bookseller Vivien and their friend, art student Susan Arkshaw, who is still struggling to deal with her own recently discovered magical heritage. The map takes the trio to a place separated from the world, maintained by deadly sorcery performed by an Ancient Sovereign and guarded by monstrous living statues of Portland Stone. But this is only the beginning, as the booksellers investigate centuries of disappearances and deaths and try to unravel the secrets of the murderous Lady of Stone, a serial killer of awesome powers. If they do not stop her, she will soon kill again. And this time, her target is not an ordinary mortal.",2023-03-23,"['sciencefiction', 'fantasy', 'horror', 'fantasy']",https://www.waterstones.com/book/the-sinister-booksellers-of-bath/garth-nix/9781399606301,https://cdn.waterstones.com/bookjackets/large/9781/3996/9781399606301.jpg
A Flaw in the Design: 'a psychological thriller par excellence' Guardian (Hardback),Nathan Oates,"A nephew. An uncle. A psychopath - but which of them is it? Gil knows his nephew Matthew is dangerous. The signs were there early - on a family holiday Gil's daughter was discovered nearly drowning at the bottom of a swimming pool, while Matthew looked on from the deck. Now seventeen, Matthew is orphaned when his parents die in a car crash. He must leave his Upper East Side Manhattan life behind, to live with Gil, his wife and daughters in rural Vermont. He is insolent, bored, disconnected. At least that's Gil's take. To the women in the family he is charming, intelligent, wry. But when he disdainfully joins Gil's writing classes at the local university, Matthew's fiction shows a vivid and macabre imagination spilling onto the page. Matthew is clearly announcing his intentions to Gil, taunting him before he does something awful to his family. But why is Gil the only one who can see this? As Gil begins to follow Matthew around, his own behaviour becomes increasingly unstable. Is he losing his mind? Which of the two of them is likely to kill someone?",2023-03-23,"['fiction', 'modern', 'contemporaryfiction', '', 'fiction', 'crime', 'thrillers', 'mystery', 'thrillers']",https://www.waterstones.com/book/a-flaw-in-the-design/nathan-oates/9781800812789,https://cdn.waterstones.com/bookjackets/large/9781/8008/9781800812789.jpg
Royal Animals: A gorgeously illustrated history with a foreword by Sir Michael Morpurgo (Hardback),Julia Golding,"A beautifully illustrated history of royal animals in Britain from 1066 to the present day, with a foreword by Sir Michael Morpurgo.Why do the three lions on the British crest look so much like leopards? When did the first elephant set foot on British soil? Was there really a polar bear who fished in the river Thames?The perfect sumptuous gift for animal lovers, this large hardback includes a jacket with elegant red foil detailing, gold corgi endpapers and stunning hand-painted illustrations on every page from renowned artist Emily Sutton.Full of astounding facts and amazing true animal stories, delve in to discover royal giraffes, elephants, spaniels, parrots, ravens, pelicans and, of course, Queen Elizabeth II's corgis.Royal Animals is engagingly written, with artwork from Emily Sutton, the illustrator of Everyone Sang, William Sieghart's poetry collection. Emily is also the illustrator of Paddington creator Michael Bond's Castle Mice series.This fascinating exploration of 1000 years of royal animals is written by Julia Golding, the author of The Queen's Wardrobe, illustrated by Kate Hindley.",2023-03-23,"[""children's"", 'teenage', 'hobbies', 'interests', 'naturalhistory', 'pets', '', ""children's"", 'teenage', 'hobbies', 'interests', 'history', ""children's"", 'teenage', 'hobbies', 'interests', 'naturalhistory', 'wildlife']",https://www.waterstones.com/book/royal-animals/julia-golding/emily-sutton/9781529070354,https://cdn.waterstones.com/bookjackets/large/9781/5290/9781529070354.jpg
The White Lady (Hardback),Jacqueline Winspear,"1947. Elinor White, known locally as 'the White lady', is living a solitary, quiet life in a grace-and-favour cottage in the Kent countryside. Unbeknownst to her neighbours, she is the veteran of two world wars, a trained killer and former intelligence agent. Yet Elinor's private and seemingly tranquil existence conceals a past trauma that comes to the fore when she is drawn into the predicament of a local man entangled with one of the most dangerous crime families in London. A treacherous path lies ahead, but it may be one that ultimately leads Elinor to a future unshackled from her own painful history.",2023-03-21,"['crime', 'thrillers', 'mystery', 'crime', 'mystery', 'historicalmysteries']",https://www.waterstones.com/book/the-white-lady/jacqueline-winspear/9780749029135,https://cdn.waterstones.com/bookjackets/large/9780/7490/9780749029135.jpg
Charles III: A King and His Queen (Hardback),Chris Jackson,"From the excitement of royal tours to capturing official portraits and quiet behind-the-scenes moments of all senior members of the British royal family, Chris Jackson s singular insight into the most famous family on the planet has never been more exciting than now, on the cusp of the coronation of a new British monarch, the first in an astounding seventy years. Jackson s extensive archive of photographs of the former Prince of Wales and Camilla, the Duchess of Cornwall, now King Charles III and the Queen Consort, chronicles the extraordinary life of His Royal Highness -- the longest-serving heir apparent and the oldest person to accede to the British throne, at the age of 73, following the death of his mother, Elizabeth II. Accompanied by Jackson s warm and always engaging text, this book commemorates the beginning of a new reign and documents more than twenty years of tours, engagements, celebrations, historic moments, and royal family gatherings in a singular volume that demonstrates just how relevant the British royal family remains today.",2023-03-21,"['art', 'fashion', 'photography', 'photography', 'photographs', 'photographycollections', 'photographicportraits', '', 'art', 'fashion', 'photography', 'photography', 'photographs', 'giftbooks', 'beautifulbooks']",https://www.waterstones.com/book/charles-iii/chris-jackson/9780847873746,https://cdn.waterstones.com/bookjackets/large/9780/8478/9780847873746.jpg
"Poverty, by America (Hardback)",Matthew Desmond,"A searing study of American poverty from the Pulitzer Prize-winning author of Evicted. The United States is the richest country on earth, yet has more poverty than any other advanced democracy. One in seven Americans live below the poverty line, a line which hasn't shifted over the last fifty years, despite the efforts of successive governments and extensive relief programs. Why is there so much scarcity in this land of dollars? In Poverty, by America, acclaimed sociologist Matthew Desmond examines the nature of American poverty today and the stories we tell ourselves about it. Spanning racism, social isolation, mass incarceration, the housing crisis, domestic violence, crack and opioid epidemics, welfare cuts and more, Desmond argues that poverty does not result from a lack of resources or good policy ideas. We already know how to eliminate it. The hard part is getting more of us to care. To do so, we need a new story. As things stand, liberals explain poverty through insurmountable structural issues, whereas conservatives highlight personal failings and poor life choices. Both analyses abdicate responsibility, and ignore the reality that the advantages of the rich only come at the expense of the poor. It is time better-paid citizens put themselves back in the narrative, recognizing that the depth and expanse of poverty in any nation reflects our failure to look out for one another. Poverty must ultimately be met by community: all this suffering and want is our doing, and we can undo it.",2023-03-21,"['politics', 'society', 'education', 'society', 'culture', 'socialissues', 'processes', 'poverty', 'unemployment', '', 'poetry', 'drama', 'criticism', 'prose:non-fiction', 'reportage', 'collectedjournalism', 'politics', 'society', 'education', 'society', 'culture', 'socialissues', 'processes', 'housing', 'homelessness']",https://www.waterstones.com/book/poverty-by-america/matthew-desmond/9780241543221,https://cdn.waterstones.com/bookjackets/large/9780/2415/9780241543221.jpg
Bored of Lunch: The Healthy Air Fryer Book (Hardback),Nathan Anthony,"The second book from hit diet food platform, Bored of Lunch. Eat well and save time and money with 80 easy, air fryer recipes. Nathan Anthony, the home cook behind Bored of Lunch, embraces the magic of the air fryer to bring you 80 recipes that are quick, healthy and delicious. Air fryers are becoming the go-to kitchen gadget for making tasty food, while saving on time and calories. An alternative to deep-fat frying which heats up in practically no time at all, the air fryer enables you to make all your fried favourites, using just a fraction of the oil. With a photo for every recipe, this book features fan-favourites such as Honey Chilli Beef and Cream Egg Croissant Balls as well as brand new recipes such as Sweet Potato Katsu Curry and Buffalo Chicken and Cheese Taquitos. Chapters include Starters and Snacks, Speedy Lunches, Weekday Dinners, making this food for every day and every occasion.",2023-03-16,"['food', 'drink', 'cookingwithgadgets', '', 'health', 'lifestyle', 'fitness', 'diet', 'diets', 'dieting', 'food', 'drink', 'budgetcookery']",https://www.waterstones.com/book/bored-of-lunch-the-healthy-air-fryer-book/nathan-anthony/9781529903522,https://cdn.waterstones.com/bookjackets/large/9781/5299/9781529903522.jpg
The Other Edie Trimmer (Hardback),Jacqueline Wilson,"I seemed to be seeing double. I saw two Edies instead of one - but they weren't the same. Edie is fascinated by Victorian times, and she's just desperate to be cast in the lead role of her drama club production of Oliver. When she's given a real Victorian notebook she's determined to write the best story ever, all about a girl in a workhouse. But when she starts writing, something strange happens. Edie finds herself in Victorian London. She feels the same, but everything around her is completely different to what she knows. Soon, she realises she's living the life of another Edie Trimmer - and is in danger of being sent to a real workhouse! Will she forget everything she knows about her other life - and will she ever be able to make it back to her family? A heart-warming time slip adventure about family and friendship from the much-loved, bestselling Jacqueline Wilson.",2023-03-16,"[""children's"", 'teenage', 'fiction', 'family', 'home', '', ""children's"", 'teenage', 'fiction', 'sciencefiction', ""children's"", 'teenage', 'fiction', 'fantasy']",https://www.waterstones.com/book/the-other-edie-trimmer/jacqueline-wilson/9780241567180,https://cdn.waterstones.com/bookjackets/large/9780/2415/9780241567180.jpg
The Theory of (Not Quite) Everything (Hardback),Kara Gnodde,"Like circles of a Venn diagram, Mimi and Art Brotherton have always come as a pair. Devoted siblings, they're bound together in their childhood home by the tragic death of their parents. Art believes that people - including his sister - are incapable of making sensible decisions when it comes to love. That's what algorithms are for. Mimi knows that her brother is a mathematical genius. But she believes that maths isn't the answer to everything. Not quite. Especially when it comes to love. Still, when Mimi begins her search for a soulmate, Art's insistence that she follow a strict mathematical plan seems reasonable. The arrival of Frank, however - a romantic stargazer who is definitely not algorithm-approved - challenges the siblings' relationship to breaking point. As their equilibrium falters, Art's mistrust of Frank grows, but so do Mimi's feelings. Something about Frank doesn't quite add up, and only Art can see it. The Theory of (Not Quite) Everything by Kara Gnodde is a tender, intelligent and uplifting novel about brothers and sisters, true love in all its forms, and how life is more than just a numbers game.",2023-03-16,"['fiction', 'modern', 'contemporaryfiction', '', 'romanticfiction', 'contemporaryromance', 'science', 'technology', 'medicine', 'mathematics', 'science', 'mathematics']",https://www.waterstones.com/book/the-theory-of-not-quite-everything/kara-gnodde/9781529096347,https://cdn.waterstones.com/bookjackets/large/9781/5290/9781529096347.jpg
Untypical: How the World Isn't Built for Autistic People and What We Should All Do About it (Hardback),Pete Wharmby,"It's time to remake the world - the ground-breaking book on what steps we should all be taking for the autistic people in our lives. The modern world is built for neurotypicals: needless noise, bright flashing lights, small talk, phone calls, unspoken assumptions and unwritten rules - it can be a nightmarish dystopia for the autistic population. In Untypical, Pete Wharmby lays bare the experience of being 'different', explaining with wit and warmth just how exhausting it is to fit in to a world not designed for you. But this book is more than an explanation. After a late diagnosis and a lifetime of 'masking', Pete is the perfect interlocutor to explain how our two worlds can meet, and what we can do for the many autistic people in our schools, workplaces and lives. The result: a practical handbook for all of us to make the world a simpler, better place for autistic people to navigate, and a call to arms for anyone who believes in an inclusive society and wants to be part of the solution.",2023-03-16,"['science', 'technology', 'medicine', 'medicine', 'clinical', 'internalmedicine', 'neurology', 'clinicalneurophysiology', '', 'politics', 'society', 'education', 'society', 'culture', 'socialissues', 'processes', 'politics', 'society', 'education', 'society', 'culture', 'socialgroups']",https://www.waterstones.com/book/untypical/pete-wharmby/9780008529260,https://cdn.waterstones.com/override/v1/large/9780/0085/9780008529260.jpg
The Definitive Guide to the Perimenopause and Menopause - The Sunday Times bestseller (Hardback),Dr Louise Newson,"Every woman experiences the menopause, so why does it remain such a taboo? Dr Louise Newson is the UK's leading medical expert on the menopause; the doctor ""who kick started the menopause revolution"". Having transformed the lives of hundreds and thousands of women and their families through her work, Louise is determined to help even more women thrive, to debunk myths and break taboos, and to educate everyone - including men - about the menopause. Having worked as a GP and opened a specialist menopause clinic, building a wealth of knowledge from first-hand experience of treating perimenopausal and menopausal women, Dr Newson is the go-to guru on the menopause. In this definitive guide to the menopause, Dr Newson lays out everything women need to know to understand and reclaim their power during this stage of their life: what to expect, how to manage it, and what help is available. Drawing upon exclusive research, case studies and years of experience, The Definitive Guide to the Perimenopause and Menopause will share Dr Newson's expertise on the science behind the menopause and a range of medical and lifestyle changes that could help you.",2023-03-16,"['health', 'lifestyle', 'popularmedicine', 'health', ""women'shealth"", '', 'science', 'technology', 'medicine', 'medicine', 'medicine:generalissues', 'medicalequipment', 'techniques', 'science', 'technology', 'medicine', 'medicine', 'pre-clinicalmedicine', 'humanreproduction', 'growth', 'development']",https://www.waterstones.com/book/the-definitive-guide-to-the-perimenopause-and-menopause-the-sunday-times-bestseller/dr-louise-newson/9781399704984,https://cdn.waterstones.com/bookjackets/large/9781/3997/9781399704984.jpg
